"region","Total Confirmed","Total Recovered","Total Deaths","Total Active","New Confirmed","New Recovered","New Deaths","New Active"
"US_Indiana_Adams",5,0,1,4,0,0,0,0
"US_Indiana_Allen",156,0,11,145,9,0,1,8
"US_Indiana_Bartholomew",110,0,4,106,0,0,0,0
"US_Indiana_Benton",2,0,0,2,0,0,0,0
"US_Indiana_Blackford",5,0,0,5,0,0,0,0
"US_Indiana_Boone",109,0,2,107,0,0,0,0
"US_Indiana_Brown",12,0,1,11,0,0,0,0
"US_Indiana_Carroll",5,0,0,5,0,0,0,0
"US_Indiana_Cass",28,0,1,27,6,0,0,6
"US_Indiana_Clark",117,0,8,109,5,0,0,5
"US_Indiana_Clay",12,0,0,12,1,0,0,1
"US_Indiana_Clinton",11,0,1,10,0,0,0,0
"US_Indiana_Crawford",12,0,0,12,0,0,0,0
"US_Indiana_Daviess",10,0,1,9,0,0,0,0
"US_Indiana_Dearborn",129,0,3,126,69,0,0,69
"US_Indiana_Decatur",129,0,10,119,2,0,0,2
"US_Indiana_DeKalb",60,0,0,60,55,0,0,55
"US_Indiana_Delaware",69,0,2,67,3,0,0,3
"US_Indiana_Dubois",13,0,0,13,0,0,0,0
"US_Indiana_Elkhart",89,0,3,86,6,0,0,6
"US_Indiana_Fayette",20,0,3,17,0,0,0,0
"US_Indiana_Floyd",108,0,4,104,1,0,0,1
"US_Indiana_Fountain",3,0,1,2,0,0,0,0
"US_Indiana_Franklin",69,0,7,62,0,0,0,0
"US_Indiana_Fulton",3,0,0,3,0,0,0,0
"US_Indiana_Gibson",4,0,0,4,0,0,0,0
"US_Indiana_Grant",37,0,2,35,1,0,0,1
"US_Indiana_Greene",25,0,1,24,6,0,0,6
"US_Indiana_Hamilton",490,0,24,466,12,0,1,11
"US_Indiana_Hancock",118,0,6,112,0,0,0,0
"US_Indiana_Harrison",58,0,2,56,3,0,0,3
"US_Indiana_Hendricks",330,0,10,320,15,0,0,15
"US_Indiana_Henry",23,0,0,23,0,0,0,0
"US_Indiana_Howard",50,0,4,46,2,0,0,2
"US_Indiana_Huntington",6,0,1,5,-1,0,0,-1
"US_Indiana_Jackson",70,0,0,70,0,0,0,0
"US_Indiana_Jasper",18,0,1,17,1,0,0,1
"US_Indiana_Jay",7,0,0,7,3,0,0,3
"US_Indiana_Jefferson",12,0,0,12,0,0,0,0
"US_Indiana_Jennings",56,0,0,56,0,0,0,0
"US_Indiana_Johnson",327,0,20,307,10,0,0,10
"US_Indiana_Knox",15,0,0,15,0,0,0,0
"US_Indiana_Kosciusko",18,0,1,17,0,0,0,0
"US_Indiana_LaGrange",13,0,1,12,1,0,0,1
"US_Indiana_Lake",796,0,26,770,52,0,1,51
"US_Indiana_LaPorte",34,0,3,31,1,0,0,1
"US_Indiana_Lawrence",71,0,7,64,3,0,0,3
"US_Indiana_Madison",261,0,15,246,7,0,1,6
"US_Indiana_Marion",3012,0,123,2889,125,0,0,125
"US_Indiana_Marshall",17,0,0,17,-2,0,0,-2
"US_Indiana_Martin",5,0,0,5,0,0,0,0
"US_Indiana_Miami",16,0,0,16,0,0,0,0
"US_Indiana_Monroe",87,0,1,86,4,0,0,4
"US_Indiana_Montgomery",22,0,0,22,0,0,0,0
"US_Indiana_Morgan",103,0,3,100,2,0,0,2
"US_Indiana_Newton",27,0,1,26,1,0,0,1
"US_Indiana_Noble",15,0,1,14,1,0,0,1
"US_Indiana_Ohio",1,0,0,1,0,0,0,0
"US_Indiana_Orange",18,0,3,15,1,0,0,1
"US_Indiana_Owen",19,0,1,18,0,0,0,0
"US_Indiana_Parke",7,0,0,7,0,0,0,0
"US_Indiana_Perry",3,0,0,3,0,0,0,0
"US_Indiana_Pike",1,0,0,1,0,0,0,0
"US_Indiana_Porter",120,0,2,118,2,0,0,2
"US_Indiana_Posey",5,0,0,5,0,0,0,0
"US_Indiana_Pulaski",1,0,0,1,0,0,0,0
"US_Indiana_Putnam",33,0,3,30,1,0,0,1
"US_Indiana_Randolph",11,0,1,10,1,0,0,1
"US_Indiana_Ripley",86,0,3,83,2,0,0,2
"US_Indiana_Rush",17,0,1,16,2,0,0,2
"US_Indiana_Scott",17,0,2,15,0,0,0,0
"US_Indiana_Shelby",75,0,3,72,4,0,1,3
"US_Indiana_Spencer",3,0,0,3,0,0,0,0
"US_Indiana_St. Joseph",194,0,3,191,2,0,0,2
"US_Indiana_Starke",9,0,1,8,0,0,1,-1
"US_Indiana_Steuben",12,0,1,11,0,0,0,0
"US_Indiana_Sullivan",6,0,0,6,0,0,0,0
"US_Indiana_Switzerland",12,0,0,12,-1,0,0,-1
"US_Indiana_Tippecanoe",45,0,1,44,0,0,0,0
"US_Indiana_Tipton",10,0,0,10,1,0,0,1
"US_Indiana_Unassigned",0,0,0,0,0,0,0,0
"US_Indiana_Union",9,0,0,9,4,0,0,4
"US_Indiana_Vanderburgh",57,0,1,56,1,0,0,1
"US_Indiana_Vermillion",3,0,0,3,0,0,0,0
"US_Indiana_Vigo",42,0,3,39,0,0,1,-1
"US_Indiana_Wabash",7,0,0,7,0,0,0,0
"US_Indiana_Warren",3,0,1,2,0,0,0,0
"US_Indiana_Warrick",38,0,2,36,2,0,0,2
"US_Indiana_Washington",26,0,0,26,1,0,0,1
"US_Indiana_Wayne",19,0,1,18,2,0,0,2
"US_Indiana_Wells",4,0,0,4,0,0,0,0
"US_Indiana_White",4,0,0,4,1,0,0,1
"US_Indiana_Whitley",13,0,1,12,1,0,0,1
"US_Iowa_Adair",1,0,0,1,0,0,0,0
"US_Iowa_Allamakee",23,0,1,22,2,0,0,2
"US_Iowa_Appanoose",1,0,1,0,0,0,0,0
"US_Iowa_Audubon",1,0,0,1,0,0,0,0
"US_Iowa_Benton",20,0,1,19,3,0,0,3
"US_Iowa_Black Hawk",62,0,0,62,15,0,0,15
"US_Iowa_Boone",4,0,0,4,0,0,0,0
"US_Iowa_Bremer",4,0,0,4,1,0,0,1
"US_Iowa_Buchanan",8,0,0,8,1,0,0,1
"US_Iowa_Buena Vista",2,0,0,2,0,0,0,0
"US_Iowa_Butler",1,0,0,1,0,0,0,0
"US_Iowa_Carroll",1,0,0,1,0,0,0,0
"US_Iowa_Cedar",21,0,0,21,1,0,0,1
"US_Iowa_Cerro Gordo",13,0,0,13,0,0,0,0
"US_Iowa_Chickasaw",2,0,0,2,0,0,0,0
"US_Iowa_Clarke",2,0,0,2,0,0,0,0
"US_Iowa_Clay",2,0,0,2,0,0,0,0
"US_Iowa_Clayton",7,0,0,7,0,0,0,0
"US_Iowa_Clinton",33,0,0,33,4,0,0,4
"US_Iowa_Crawford",6,0,1,5,0,0,1,-1
"US_Iowa_Dallas",36,0,0,36,-1,0,0,-1
"US_Iowa_Delaware",2,0,0,2,0,0,0,0
"US_Iowa_Des Moines",5,0,0,5,1,0,0,1
"US_Iowa_Dickinson",1,0,0,1,0,0,0,0
"US_Iowa_Dubuque",35,0,1,34,0,0,0,0
"US_Iowa_Fayette",5,0,0,5,1,0,0,1
"US_Iowa_Franklin",1,0,0,1,0,0,0,0
"US_Iowa_Greene",1,0,0,1,0,0,0,0
"US_Iowa_Grundy",1,0,0,1,0,0,0,0
"US_Iowa_Guthrie",1,0,0,1,0,0,0,0
"US_Iowa_Hamilton",2,0,0,2,0,0,0,0
"US_Iowa_Hancock",3,0,0,3,0,0,0,0
"US_Iowa_Hardin",2,0,0,2,1,0,0,1
"US_Iowa_Harrison",12,0,0,12,0,0,0,0
"US_Iowa_Henry",20,0,1,19,1,0,0,1
"US_Iowa_Howard",1,0,0,1,0,0,0,0
"US_Iowa_Iowa",7,0,0,7,0,0,0,0
"US_Iowa_Jackson",4,0,0,4,0,0,0,0
"US_Iowa_Jasper",12,0,0,12,1,0,0,1
"US_Iowa_Jefferson",4,0,0,4,0,0,0,0
"US_Iowa_Johnson",210,0,2,208,7,0,1,6
"US_Iowa_Jones",10,0,0,10,2,0,0,2
"US_Iowa_Keokuk",2,0,0,2,0,0,0,0
"US_Iowa_Kossuth",1,0,0,1,0,0,0,0
"US_Iowa_Lee",2,0,0,2,1,0,0,1
"US_Iowa_Linn",258,0,16,242,15,0,0,15
"US_Iowa_Louisa",79,0,0,79,3,0,0,3
"US_Iowa_Lyon",4,0,0,4,1,0,0,1
"US_Iowa_Madison",2,0,1,1,0,0,1,-1
"US_Iowa_Mahaska",5,0,0,5,1,0,0,1
"US_Iowa_Marion",3,0,0,3,0,0,0,0
"US_Iowa_Marshall",37,0,0,37,6,0,0,6
"US_Iowa_Mills",2,0,0,2,1,0,0,1
"US_Iowa_Mitchell",2,0,0,2,0,0,0,0
"US_Iowa_Monona",6,0,0,6,0,0,0,0
"US_Iowa_Montgomery",1,0,0,1,0,0,0,0
"US_Iowa_Muscatine",102,0,1,101,6,0,0,6
"US_Iowa_O'Brien",3,0,0,3,0,0,0,0
"US_Iowa_Osceola",2,0,0,2,0,0,0,0
"US_Iowa_Page",3,0,0,3,0,0,0,0
"US_Iowa_Plymouth",4,0,0,4,0,0,0,0
"US_Iowa_Polk",195,0,4,191,18,0,0,18
"US_Iowa_Pottawattamie",12,0,0,12,0,0,0,0
"US_Iowa_Poweshiek",6,0,1,5,0,0,0,0
"US_Iowa_Scott",118,0,1,117,3,0,0,3
"US_Iowa_Shelby",6,0,0,6,0,0,0,0
"US_Iowa_Sioux",7,0,0,7,0,0,0,0
"US_Iowa_Story",8,0,0,8,1,0,0,1
"US_Iowa_Tama",101,0,2,99,15,0,0,15
"US_Iowa_Taylor",1,0,0,1,0,0,0,0
"US_Iowa_Unassigned",0,0,3,-3,0,0,-3,3
"US_Iowa_Union",1,0,0,1,0,0,0,0
"US_Iowa_Van Buren",8,0,0,8,2,0,0,2
"US_Iowa_Wapello",6,0,0,6,2,0,0,2
"US_Iowa_Warren",14,0,0,14,-2,0,0,-2
"US_Iowa_Washington",89,0,4,85,8,0,0,8
"US_Iowa_Webster",2,0,0,2,0,0,0,0
"US_Iowa_Winnebago",2,0,0,2,0,0,0,0
"US_Iowa_Winneshiek",5,0,0,5,0,0,0,0
"US_Iowa_Woodbury",19,0,0,19,1,0,0,1
"US_Iowa_Worth",1,0,0,1,0,0,0,0
"US_Iowa_Wright",1,0,0,1,0,0,0,0
"US_Kansas_Anderson",1,0,0,1,0,0,0,0
"US_Kansas_Atchison",3,0,0,3,0,0,0,0
"US_Kansas_Barber",1,0,0,1,0,0,0,0
"US_Kansas_Barton",4,0,0,4,0,0,0,0
"US_Kansas_Bourbon",7,0,1,6,0,0,0,0
"US_Kansas_Butler",9,0,0,9,1,0,0,1
"US_Kansas_Chautauqua",3,0,0,3,0,0,0,0
"US_Kansas_Cherokee",6,0,0,6,0,0,0,0
"US_Kansas_Clay",1,0,0,1,0,0,0,0
"US_Kansas_Cloud",3,0,0,3,0,0,0,0
"US_Kansas_Coffey",40,0,1,39,2,0,0,2
"US_Kansas_Cowley",1,0,1,0,0,0,0,0
"US_Kansas_Crawford",6,0,1,5,0,0,0,0
"US_Kansas_Doniphan",1,0,0,1,0,0,0,0
"US_Kansas_Douglas",40,0,0,40,1,0,0,1
"US_Kansas_Ellis",2,0,0,2,1,0,0,1
"US_Kansas_Finney",17,0,0,17,2,0,0,2
"US_Kansas_Ford",16,0,0,16,3,0,0,3
"US_Kansas_Franklin",12,0,0,12,0,0,0,0
"US_Kansas_Geary",8,0,0,8,3,0,0,3
"US_Kansas_Gove",1,0,0,1,0,0,0,0
"US_Kansas_Greenwood",1,0,0,1,0,0,0,0
"US_Kansas_Hamilton",1,0,0,1,0,0,0,0
"US_Kansas_Harvey",4,0,0,4,0,0,0,0
"US_Kansas_Jackson",1,0,0,1,0,0,0,0
"US_Kansas_Jefferson",5,0,0,5,0,0,0,0
"US_Kansas_Jewell",3,0,0,3,0,0,0,0
"US_Kansas_Johnson",309,0,14,295,5,0,0,5
"US_Kansas_Kearny",1,0,0,1,0,0,0,0
"US_Kansas_Labette",18,0,0,18,0,0,0,0
"US_Kansas_Leavenworth",90,0,1,89,5,0,0,5
"US_Kansas_Linn",5,0,0,5,0,0,0,0
"US_Kansas_Lyon",30,0,0,30,3,0,0,3
"US_Kansas_Marion",4,0,0,4,1,0,0,1
"US_Kansas_McPherson",13,0,0,13,0,0,0,0
"US_Kansas_Miami",3,0,0,3,0,0,0,0
"US_Kansas_Mitchell",2,0,0,2,0,0,0,0
"US_Kansas_Montgomery",14,0,2,12,0,0,0,0
"US_Kansas_Morris",2,0,0,2,0,0,0,0
"US_Kansas_Morton",1,0,0,1,0,0,0,0
"US_Kansas_Neosho",2,0,0,2,0,0,0,0
"US_Kansas_Osage",4,0,0,4,0,0,0,0
"US_Kansas_Osborne",2,0,0,2,0,0,0,0
"US_Kansas_Ottawa",3,0,0,3,0,0,0,0
"US_Kansas_Phillips",1,0,0,1,0,0,0,0
"US_Kansas_Pottawatomie",5,0,0,5,0,0,0,0
"US_Kansas_Pratt",1,0,0,1,0,0,0,0
"US_Kansas_Reno",13,0,0,13,2,0,0,2
"US_Kansas_Republic",4,0,0,4,0,0,0,0
"US_Kansas_Riley",21,0,0,21,1,0,0,1
"US_Kansas_Rooks",2,0,0,2,0,0,0,0
"US_Kansas_Saline",10,0,1,9,1,0,0,1
"US_Kansas_Scott",1,0,0,1,0,0,0,0
"US_Kansas_Sedgwick",200,0,2,198,4,0,0,4
"US_Kansas_Seward",6,0,0,6,1,0,0,1
"US_Kansas_Shawnee",78,0,4,74,4,0,1,3
"US_Kansas_Stafford",1,0,0,1,0,0,0,0
"US_Kansas_Stanton",2,0,0,2,1,0,0,1
"US_Kansas_Stevens",2,0,0,2,0,0,0,0
"US_Kansas_Sumner",2,0,1,1,0,0,0,0
"US_Kansas_Unassigned",0,0,5,-5,0,0,1,-1
"US_Kansas_Wabaunsee",1,0,0,1,0,0,0,0
"US_Kansas_Woodson",3,0,0,3,0,0,0,0
"US_Kansas_Wyandotte",337,0,28,309,5,0,4,1
"US_Kentucky_Adair",11,0,0,11,0,0,0,0
"US_Kentucky_Allen",4,0,0,4,0,0,0,0
"US_Kentucky_Anderson",3,0,1,2,0,0,0,0
"US_Kentucky_Ballard",1,0,0,1,0,0,0,0
"US_Kentucky_Barren",5,0,0,5,0,0,0,0
"US_Kentucky_Bath",2,0,0,2,0,0,0,0
"US_Kentucky_Boone",48,0,1,47,0,0,0,0
"US_Kentucky_Bourbon",4,0,1,3,0,0,0,0
"US_Kentucky_Boyd",26,0,2,24,0,0,0,0
"US_Kentucky_Boyle",13,0,0,13,0,0,0,0
"US_Kentucky_Bracken",6,0,0,6,0,0,0,0
"US_Kentucky_Breathitt",2,0,0,2,0,0,0,0
"US_Kentucky_Breckinridge",3,0,0,3,0,0,0,0
"US_Kentucky_Bullitt",27,0,2,25,0,0,0,0
"US_Kentucky_Butler",11,0,0,11,0,0,0,0
"US_Kentucky_Caldwell",10,0,0,10,0,0,0,0
"US_Kentucky_Calloway",14,0,1,13,0,0,0,0
"US_Kentucky_Campbell",47,0,3,44,0,0,0,0
"US_Kentucky_Carroll",2,0,0,2,0,0,0,0
"US_Kentucky_Carter",1,0,0,1,0,0,0,0
"US_Kentucky_Christian",62,0,3,59,0,0,0,0
"US_Kentucky_Clark",17,0,0,17,0,0,0,0
"US_Kentucky_Clinton",3,0,0,3,0,0,0,0
"US_Kentucky_Crittenden",3,0,0,3,0,0,0,0
"US_Kentucky_Cumberland",3,0,0,3,0,0,0,0
"US_Kentucky_Daviess",81,0,2,79,0,0,0,0
"US_Kentucky_Edmonson",6,0,0,6,0,0,0,0
"US_Kentucky_Fayette",179,0,8,171,0,0,0,0
"US_Kentucky_Fleming",1,0,0,1,0,0,0,0
"US_Kentucky_Floyd",1,0,0,1,0,0,0,0
"US_Kentucky_Franklin",10,0,0,10,0,0,0,0
"US_Kentucky_Gallatin",1,0,0,1,0,0,0,0
"US_Kentucky_Grant",13,0,1,12,0,0,0,0
"US_Kentucky_Graves",9,0,0,9,0,0,0,0
"US_Kentucky_Grayson",4,0,0,4,0,0,0,0
"US_Kentucky_Green",2,0,0,2,0,0,0,0
"US_Kentucky_Greenup",5,0,0,5,0,0,0,0
"US_Kentucky_Hancock",2,0,0,2,0,0,0,0
"US_Kentucky_Hardin",21,0,0,21,0,0,0,0
"US_Kentucky_Harrison",14,0,0,14,0,0,0,0
"US_Kentucky_Hart",1,0,0,1,0,0,0,0
"US_Kentucky_Henderson",29,0,0,29,0,0,0,0
"US_Kentucky_Henry",4,0,0,4,0,0,0,0
"US_Kentucky_Hopkins",87,0,4,83,0,0,0,0
"US_Kentucky_Jackson",5,0,0,5,0,0,0,0
"US_Kentucky_Jefferson",550,0,42,508,55,0,16,39
"US_Kentucky_Jessamine",26,0,0,26,0,0,0,0
"US_Kentucky_Johnson",1,0,0,1,0,0,0,0
"US_Kentucky_Kenton",91,0,8,83,0,0,0,0
"US_Kentucky_Knott",1,0,0,1,0,0,0,0
"US_Kentucky_Knox",1,0,0,1,0,0,0,0
"US_Kentucky_Larue",3,0,0,3,0,0,0,0
"US_Kentucky_Laurel",9,0,0,9,0,0,0,0
"US_Kentucky_Lawrence",1,0,0,1,0,0,0,0
"US_Kentucky_Leslie",1,0,0,1,0,0,0,0
"US_Kentucky_Letcher",1,0,0,1,0,0,0,0
"US_Kentucky_Lewis",2,0,0,2,0,0,0,0
"US_Kentucky_Lincoln",1,0,0,1,0,0,0,0
"US_Kentucky_Logan",5,0,0,5,0,0,0,0
"US_Kentucky_Lyon",12,0,0,12,0,0,0,0
"US_Kentucky_Madison",18,0,1,17,0,0,0,0
"US_Kentucky_Marion",11,0,0,11,0,0,0,0
"US_Kentucky_Marshall",11,0,0,11,0,0,0,0
"US_Kentucky_Martin",4,0,0,4,0,0,0,0
"US_Kentucky_Mason",5,0,0,5,0,0,0,0
"US_Kentucky_McCracken",21,0,1,20,0,0,0,0
"US_Kentucky_McCreary",8,0,0,8,0,0,0,0
"US_Kentucky_McLean",7,0,1,6,0,0,0,0
"US_Kentucky_Meade",2,0,0,2,0,0,0,0
"US_Kentucky_Menifee",3,0,0,3,0,0,0,0
"US_Kentucky_Mercer",9,0,0,9,0,0,0,0
"US_Kentucky_Monroe",2,0,0,2,0,0,0,0
"US_Kentucky_Montgomery",8,0,0,8,0,0,0,0
"US_Kentucky_Muhlenberg",28,0,0,28,0,0,0,0
"US_Kentucky_Nelson",10,0,0,10,0,0,0,0
"US_Kentucky_Nicholas",1,0,0,1,0,0,0,0
"US_Kentucky_Ohio",8,0,0,8,0,0,0,0
"US_Kentucky_Oldham",16,0,0,16,0,0,0,0
"US_Kentucky_Pendleton",3,0,0,3,0,0,0,0
"US_Kentucky_Perry",3,0,0,3,0,0,0,0
"US_Kentucky_Pike",4,0,0,4,0,0,0,0
"US_Kentucky_Powell",2,0,0,2,0,0,0,0
"US_Kentucky_Pulaski",33,0,1,32,0,0,0,0
"US_Kentucky_Rockcastle",8,0,0,8,0,0,0,0
"US_Kentucky_Rowan",1,0,0,1,0,0,0,0
"US_Kentucky_Russell",8,0,0,8,0,0,0,0
"US_Kentucky_Scott",22,0,0,22,0,0,0,0
"US_Kentucky_Shelby",18,0,0,18,0,0,0,0
"US_Kentucky_Simpson",17,0,1,16,0,0,0,0
"US_Kentucky_Spencer",6,0,0,6,0,0,0,0
"US_Kentucky_Taylor",3,0,0,3,0,0,0,0
"US_Kentucky_Todd",6,0,0,6,0,0,0,0
"US_Kentucky_Trimble",2,0,0,2,0,0,0,0
"US_Kentucky_Unassigned",112,0,28,84,0,0,0,0
"US_Kentucky_Union",5,0,0,5,0,0,0,0
"US_Kentucky_Warren",49,0,0,49,0,0,0,0
"US_Kentucky_Washington",3,0,0,3,0,0,0,0
"US_Kentucky_Wayne",4,0,0,4,0,0,0,0
"US_Kentucky_Webster",8,0,0,8,0,0,0,0
"US_Kentucky_Whitley",4,0,0,4,0,0,0,0
"US_Kentucky_Woodford",17,0,1,16,0,0,0,0
"US_Louisiana_Acadia",101,0,5,96,2,0,0,2
"US_Louisiana_Allen",74,0,7,67,1,0,0,1
"US_Louisiana_Ascension",432,0,24,408,4,0,1,3
"US_Louisiana_Assumption",120,0,1,119,4,0,0,4
"US_Louisiana_Avoyelles",64,0,1,63,3,0,0,3
"US_Louisiana_Beauregard",28,0,1,27,1,0,0,1
"US_Louisiana_Bienville",37,0,2,35,4,0,1,3
"US_Louisiana_Bossier",188,0,10,178,2,0,1,1
"US_Louisiana_Caddo",1033,0,39,994,15,0,0,15
"US_Louisiana_Calcasieu",268,0,13,255,9,0,1,8
"US_Louisiana_Caldwell",18,0,0,18,0,0,0,0
"US_Louisiana_Cameron",2,0,0,2,0,0,0,0
"US_Louisiana_Catahoula",21,0,1,20,0,0,0,0
"US_Louisiana_Claiborne",41,0,3,38,0,0,0,0
"US_Louisiana_Concordia",19,0,1,18,1,0,0,1
"US_Louisiana_De Soto",125,0,7,118,1,0,0,1
"US_Louisiana_East Baton Rouge",1273,0,52,1221,50,0,3,47
"US_Louisiana_East Carroll",1,0,0,1,0,0,0,0
"US_Louisiana_East Feliciana",73,0,2,71,2,0,0,2
"US_Louisiana_Evangeline",38,0,0,38,2,0,0,2
"US_Louisiana_Franklin",49,0,1,48,1,0,0,1
"US_Louisiana_Grant",12,0,0,12,1,0,0,1
"US_Louisiana_Iberia",142,0,5,137,6,0,0,6
"US_Louisiana_Iberville",241,0,16,225,9,0,2,7
"US_Louisiana_Jackson",8,0,0,8,0,0,0,0
"US_Louisiana_Jefferson",5088,0,186,4902,98,0,13,85
"US_Louisiana_Jefferson Davis",47,0,3,44,3,0,0,3
"US_Louisiana_Lafayette",360,0,14,346,6,0,1,5
"US_Louisiana_Lafourche",481,0,13,468,13,0,0,13
"US_Louisiana_LaSalle",13,0,0,13,2,0,0,2
"US_Louisiana_Lincoln",39,0,0,39,0,0,0,0
"US_Louisiana_Livingston",122,0,3,119,2,0,2,0
"US_Louisiana_Madison",2,0,0,2,0,0,0,0
"US_Louisiana_Morehouse",32,0,2,30,1,0,0,1
"US_Louisiana_Natchitoches",41,0,0,41,0,0,0,0
"US_Louisiana_Orleans",5651,0,244,5407,51,0,9,42
"US_Louisiana_Ouachita",384,0,5,379,17,0,0,17
"US_Louisiana_Plaquemines",140,0,11,129,3,0,1,2
"US_Louisiana_Pointe Coupee",47,0,2,45,4,0,0,4
"US_Louisiana_Rapides",168,0,5,163,3,0,0,3
"US_Louisiana_Red River",12,0,2,10,1,0,0,1
"US_Louisiana_Richland",20,0,0,20,1,0,0,1
"US_Louisiana_Sabine",9,0,0,9,0,0,0,0
"US_Louisiana_St. Bernard",369,0,8,361,8,0,-2,10
"US_Louisiana_St. Charles",410,0,23,387,6,0,-2,8
"US_Louisiana_St. Helena",14,0,0,14,1,0,0,1
"US_Louisiana_St. James",207,0,11,196,3,0,1,2
"US_Louisiana_St. John the Baptist",556,0,40,516,11,0,2,9
"US_Louisiana_St. Landry",114,0,13,101,1,0,0,1
"US_Louisiana_St. Martin",162,0,8,154,5,0,0,5
"US_Louisiana_St. Mary",127,0,2,125,14,0,0,14
"US_Louisiana_St. Tammany",881,0,48,833,17,0,9,8
"US_Louisiana_Tangipahoa",352,0,11,341,8,0,3,5
"US_Louisiana_Tensas",1,0,0,1,0,0,0,0
"US_Louisiana_Terrebonne",260,0,14,246,5,0,0,5
"US_Louisiana_Unassigned",56,0,0,56,2,0,-3,5
"US_Louisiana_Union",48,0,3,45,1,0,0,1
"US_Louisiana_Vermilion",26,0,1,25,0,0,0,0
"US_Louisiana_Vernon",14,0,0,14,0,0,0,0
"US_Louisiana_Washington",156,0,8,148,9,0,1,8
"US_Louisiana_Webster",65,0,2,63,3,0,0,3
"US_Louisiana_West Baton Rouge",72,0,9,63,4,0,0,4
"US_Louisiana_West Carroll",4,0,0,4,0,0,0,0
"US_Louisiana_West Feliciana",46,0,0,46,0,0,0,0
"US_Louisiana_Winn",12,0,2,10,0,0,0,0
"US_Maine_Androscoggin",28,0,0,28,0,0,0,0
"US_Maine_Aroostook",2,0,0,2,0,0,0,0
"US_Maine_Cumberland",299,0,12,287,7,0,0,7
"US_Maine_Franklin",8,0,0,8,0,0,0,0
"US_Maine_Hancock",5,0,0,5,0,0,0,0
"US_Maine_Kennebec",78,0,1,77,46,0,0,46
"US_Maine_Knox",12,0,0,12,2,0,0,2
"US_Maine_Lincoln",10,0,0,10,1,0,0,1
"US_Maine_Oxford",13,0,0,13,0,0,0,0
"US_Maine_Penobscot",34,0,0,34,0,0,0,0
"US_Maine_Sagadahoc",15,0,1,14,0,0,0,0
"US_Maine_Somerset",8,0,0,8,0,0,0,0
"US_Maine_Unassigned",5,0,0,5,2,0,0,2
"US_Maine_Waldo",29,0,2,27,0,0,0,0
"US_Maine_Washington",1,0,0,1,0,0,0,0
"US_Maine_York",151,0,3,148,7,0,0,7
"US_Maryland_Allegany",15,0,0,15,2,0,0,2
"US_Maryland_Anne Arundel",724,0,29,695,65,0,2,63
"US_Maryland_Baltimore",1361,0,31,1330,104,0,1,103
"US_Maryland_Baltimore City",873,0,26,847,61,0,2,59
"US_Maryland_Calvert",94,0,1,93,4,0,0,4
"US_Maryland_Caroline",21,0,0,21,4,0,0,4
"US_Maryland_Carroll",250,0,28,222,14,0,3,11
"US_Maryland_Cecil",83,0,1,82,9,0,0,9
"US_Maryland_Charles",274,0,10,264,21,0,1,20
"US_Maryland_Dorchester",12,0,1,11,3,0,1,2
"US_Maryland_Frederick",417,0,12,405,49,0,0,49
"US_Maryland_Garrett",4,0,0,4,0,0,0,0
"US_Maryland_Harford",142,0,0,142,13,0,-1,14
"US_Maryland_Howard",386,0,8,378,15,0,2,13
"US_Maryland_Kent",11,0,0,11,0,0,0,0
"US_Maryland_Montgomery",1756,0,48,1708,125,0,6,119
"US_Maryland_Prince George's",2205,0,63,2142,170,0,8,162
"US_Maryland_Queen Anne's",19,0,0,19,0,0,0,0
"US_Maryland_Somerset",6,0,1,5,2,0,1,1
"US_Maryland_St. Mary's",95,0,0,95,13,0,0,13
"US_Maryland_Talbot",16,0,1,15,2,0,0,2
"US_Maryland_Washington",93,0,1,92,18,0,0,18
"US_Maryland_Wicomico",58,0,1,57,16,0,0,16
"US_Maryland_Worcester",21,0,0,21,1,0,0,1
"US_Massachusetts_Barnstable",502,0,16,486,1,0,0,1
"US_Massachusetts_Berkshire",355,0,20,335,5,0,0,5
"US_Massachusetts_Bristol",1394,0,43,1351,67,0,0,67
"US_Massachusetts_Dukes and Nantucket",21,0,1,20,0,0,0,0
"US_Massachusetts_Essex",3413,0,101,3312,243,0,0,243
"US_Massachusetts_Franklin",148,0,25,123,5,0,0,5
"US_Massachusetts_Hampden",1694,0,102,1592,47,0,0,47
"US_Massachusetts_Hampshire",224,0,6,218,5,0,0,5
"US_Massachusetts_Middlesex",5983,0,149,5834,323,0,0,323
"US_Massachusetts_Norfolk",2838,0,91,2747,189,0,0,189
"US_Massachusetts_Plymouth",2141,0,55,2086,117,0,0,117
"US_Massachusetts_Suffolk",5579,0,86,5493,220,0,0,220
"US_Massachusetts_Unassigned",447,0,100,347,74,0,88,-14
"US_Massachusetts_Worcester",2128,0,49,2079,96,0,0,96
"US_Michigan_Allegan",23,0,0,23,2,0,0,2
"US_Michigan_Alpena",1,0,0,1,0,0,0,0
"US_Michigan_Antrim",8,0,0,8,0,0,0,0
"US_Michigan_Arenac",5,0,0,5,0,0,0,0
"US_Michigan_Barry",11,0,0,11,3,0,0,3
"US_Michigan_Bay",59,0,2,57,5,0,0,5
"US_Michigan_Benzie",0,0,0,0,0,0,0,0
"US_Michigan_Berrien",105,0,4,101,1,0,0,1
"US_Michigan_Branch",29,0,2,27,2,0,0,2
"US_Michigan_Calhoun",83,0,2,81,9,0,1,8
"US_Michigan_Cass",11,0,1,10,0,0,0,0
